date_time,value
2024-08-12 17:08:00,2359.406918090126
2024-08-12 17:09:00,2351.344996135687
2024-08-12 17:10:00,2363.912295929002
2024-08-12 17:12:00,2375.681748162296
2024-08-12 17:13:00,2371.248062302701
2024-08-12 17:14:00,2360.693584167568
2024-08-12 17:15:00,2364.8032284092455
2024-08-12 17:17:00,2369.057495283372
2024-08-12 17:18:00,2359.187966399153
2024-08-12 17:19:00,2353.94960302848
2024-08-12 17:20:00,2352.5244004196784
2024-08-12 17:21:00,2349.3001629930245
2024-08-12 17:23:00,2348.2251715512543
2024-08-12 17:24:00,2348.3470502248806
2024-08-12 17:26:00,2351.3101405595175
2024-08-12 17:27:00,2351.205878448926
2024-08-12 17:28:00,2343.5364415072536
2024-08-12 17:29:00,2347.5724581925792
2024-08-12 17:30:00,2352.2789849918568
2024-08-12 17:32:00,2350.2258082205553
2024-08-12 17:33:00,2343.3352661143117
2024-08-12 17:34:00,2336.564744218173
2024-08-12 17:35:00,2337.374002108566
2024-08-12 17:36:00,2338.841744978724
2024-08-12 17:37:00,2335.700686363421
2024-08-12 17:38:00,2334.7123683262594
2024-08-12 17:39:00,2335.51981209836
2024-08-12 17:40:00,2331.442168083291
2024-08-12 17:41:00,2329.045007311854
2024-08-12 17:42:00,2329.9338844855615
2024-08-12 17:43:00,2328.7037516862233
2024-08-12 17:44:00,2332.749048462047
2024-08-12 17:45:00,2336.4001515983396
2024-08-12 17:46:00,2341.4894536679026
2024-08-12 17:47:00,2343.4659754797185
2024-08-12 17:48:00,2342.607583962657
2024-08-12 17:49:00,2344.7926634463292
2024-08-12 17:50:00,2345.6606609512487
2024-08-12 17:51:00,2341.174159568093
2024-08-12 17:52:00,2331.107504524743
2024-08-12 17:53:00,2329.7115787825314
2024-08-12 17:54:00,2335.382389997733
2024-08-12 17:55:00,2339.133086851168
2024-08-12 17:56:00,2339.9244811780272
2024-08-12 17:58:00,2339.506732879799
2024-08-12 17:59:00,2333.703854602583
2024-08-12 18:00:00,2337.7605009799463
2024-08-12 18:01:00,2339.791535544231
2024-08-12 18:02:00,2333.9547901492574
2024-08-12 18:03:00,2327.468991954083
2024-08-12 18:04:00,2321.2243508213005
2024-08-12 18:05:00,2322.8089991990673
2024-08-12 18:06:00,2328.943962879996
2024-08-12 18:07:00,2332.1099961692034
2024-08-12 18:08:00,2336.482897691568
2024-08-12 18:09:00,2343.61550988589
2024-08-12 18:10:00,2354.571621696915
2024-08-12 18:43:00,2357.771551766885
2024-08-12 18:44:00,2344.6582982526993
2024-08-12 18:55:00,2326.794385032048
2024-08-12 19:00:00,2312.8692483856603
2024-08-12 19:12:00,2310.1431078983437
2024-08-12 19:16:00,2293.538885943176
2024-08-12 19:29:00,2298.762148832895
2024-08-12 19:31:00,2350.1056905331116
2024-08-12 19:32:00,2392.304071971846
2024-08-12 19:44:00,2407.076062151676
2024-08-12 20:52:00,2423.2549835341424
