plant,strategy,metric,col,type,score,threshold,method,drift_detected,ref_count,cur_count,ref_missing_pct,cur_missing_pct,ref_mean,cur_mean
planta1,golden,mannwhitney,Nivel Clarificado DAF (Tk 80m3),numeric,0.2325851641104872,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,Nivel Ecualizador 1 (Tk 30m3),numeric,0.8452380952380952,0.55,mannwhitney,True,,,,,,
planta1,golden,mannwhitney,Nivel Ecualizador 2 (Tk 250m3),numeric,0.0,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,Turbidez salida DAF,numeric,0.1060530265918026,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,pH Clarificado DAF (Tk 80m3),numeric,1.0,0.55,mannwhitney,True,,,,,,
planta1,golden,mannwhitney,pH coagulación entrada DAF,numeric,0.9537075592568868,0.55,mannwhitney,True,,,,,,
planta1,golden,mannwhitney,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.0069481604300913,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,pH salida a Parshall 02,numeric,0.609410916833101,0.55,mannwhitney,True,,,,,,
planta1,golden,mannwhitney,pH salida y control Ecualizador 1,numeric,0.3231214907487659,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,planta1_activa,categorical,4.405437658128626,0.2,mannwhitney,True,,,,,,
planta1,golden,psi,Conductividad DAF,numeric,3.130745085762933,0.2,psi,True,,,,,,
planta1,golden,psi,Flujo Parshall 01 entrada a Ecualizador 1,numeric,1.4666495570486895,0.2,psi,True,,,,,,
planta1,golden,psi,Flujo de envío a DAF,numeric,0.4760738866410896,0.2,psi,True,,,,,,
planta1,golden,psi,Nivel Clarificado DAF (Tk 80m3),numeric,7.3548462136380515,0.2,psi,True,,,,,,
planta1,golden,psi,Nivel Ecualizador 1 (Tk 30m3),numeric,0.0,0.2,psi,False,,,,,,
planta1,golden,psi,Nivel Ecualizador 2 (Tk 250m3),numeric,inf,0.2,psi,True,,,,,,
planta1,golden,psi,Turbidez salida DAF,numeric,2.10346937338623,0.2,psi,True,,,,,,
planta1,golden,psi,pH Clarificado DAF (Tk 80m3),numeric,inf,0.2,psi,True,,,,,,
planta1,golden,psi,pH coagulación entrada DAF,numeric,11.29015118631698,0.2,psi,True,,,,,,
planta1,golden,psi,pH entrada a Ecualizador 2 (Tk 250m3),numeric,5.583396171279495,0.2,psi,True,,,,,,
planta1,golden,psi,pH salida a Parshall 02,numeric,0.5804229105038808,0.2,psi,True,,,,,,
planta1,golden,psi,pH salida y control Ecualizador 1,numeric,12.412563712254432,0.2,psi,True,,,,,,
planta1,golden,psi,planta1_activa,categorical,4.405437658128626,0.2,psi,True,,,,,,
planta1,golden,wasserstein,Conductividad DAF,numeric,245.759471860032,125.04050419683848,wasserstein,True,,,,,,
planta1,golden,wasserstein,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.8853989169843677,1.5143917219282572,wasserstein,False,,,,,,
planta1,golden,wasserstein,Flujo de envío a DAF,numeric,1.38055399869672,0.0170338820457984,wasserstein,True,,,,,,
planta1,golden,wasserstein,Nivel Clarificado DAF (Tk 80m3),numeric,17.284781671453032,9.8655451177987,wasserstein,True,,,,,,
planta1,golden,wasserstein,Nivel Ecualizador 1 (Tk 30m3),numeric,6.581443252349768,0.0,wasserstein,True,,,,,,
planta1,golden,wasserstein,Nivel Ecualizador 2 (Tk 250m3),numeric,51.93722849183307,2.4359414617700312,wasserstein,True,,,,,,
planta1,golden,wasserstein,Turbidez salida DAF,numeric,373.15347718573366,5.970453067410517,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH Clarificado DAF (Tk 80m3),numeric,2.012421478035148,0.1083693851786968,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH coagulación entrada DAF,numeric,0.9999635175168656,0.0730584318212929,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.306458892027567,0.032359124555421,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH salida a Parshall 02,numeric,1.0949382006568005,0.6937787423550446,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH salida y control Ecualizador 1,numeric,1.9990035191613504,1.1562744284422417,wasserstein,True,,,,,,
planta1,golden,wasserstein,planta1_activa,categorical,4.405437658128626,0.2,wasserstein,True,,,,,,
planta1,seasonal,ks,Conductividad DAF,numeric,0.3188542673706651,0.15,ks,True,,,,,,
planta1,seasonal,ks,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.1236892987283408,0.15,ks,False,,,,,,
planta1,seasonal,ks,Flujo de envío a DAF,numeric,0.3001859150739942,0.15,ks,True,,,,,,
planta1,seasonal,ks,Nivel Clarificado DAF (Tk 80m3),numeric,0.3875883096601472,0.15,ks,True,,,,,,
planta1,seasonal,ks,Nivel Ecualizador 1 (Tk 30m3),numeric,0.559945217024863,0.15,ks,True,,,,,,
planta1,seasonal,ks,Nivel Ecualizador 2 (Tk 250m3),numeric,0.7627413797377358,0.15,ks,True,,,,,,
planta1,seasonal,ks,Turbidez salida DAF,numeric,0.4285986961156144,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH Clarificado DAF (Tk 80m3),numeric,0.7610619469026548,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH coagulación entrada DAF,numeric,0.9504201680672268,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.7440445204630525,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH salida a Parshall 02,numeric,0.4758471530205002,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH salida y control Ecualizador 1,numeric,0.4108301727770754,0.15,ks,True,,,,,,
planta1,seasonal,ks,planta1_activa,categorical,4.405437658128626,0.2,ks,True,,,,,,
planta1,seasonal,mannwhitney,Conductividad DAF,numeric,0.5570182940432811,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.4707199251381969,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,Flujo de envío a DAF,numeric,0.4212937829999256,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,Nivel Clarificado DAF (Tk 80m3),numeric,0.3533774571775613,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,Nivel Ecualizador 1 (Tk 30m3),numeric,0.7349083438685209,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,Nivel Ecualizador 2 (Tk 250m3),numeric,0.1224467663171463,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,Turbidez salida DAF,numeric,0.2349049354254976,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,pH Clarificado DAF (Tk 80m3),numeric,0.7610712426563546,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,pH coagulación entrada DAF,numeric,0.9560248878312388,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.0594605983986515,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,pH salida a Parshall 02,numeric,0.7506655759648992,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,pH salida y control Ecualizador 1,numeric,0.4490109318063509,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,planta1_activa,categorical,4.405437658128626,0.2,mannwhitney,True,,,,,,
planta1,seasonal,psi,Conductividad DAF,numeric,3.061523155355955,0.2,psi,True,,,,,,
planta1,seasonal,psi,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.1238795617342145,0.2,psi,False,,,,,,
planta1,seasonal,psi,Flujo de envío a DAF,numeric,1.1229277062739331,0.2,psi,True,,,,,,
planta1,seasonal,psi,Nivel Clarificado DAF (Tk 80m3),numeric,6.720714194207176,0.2,psi,True,,,,,,
planta1,seasonal,psi,Nivel Ecualizador 1 (Tk 30m3),numeric,1.184366115671195,0.2,psi,True,,,,,,
planta1,seasonal,psi,Nivel Ecualizador 2 (Tk 250m3),numeric,10.126487344209686,0.2,psi,True,,,,,,
planta1,seasonal,psi,Turbidez salida DAF,numeric,1.1606474712093022,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH Clarificado DAF (Tk 80m3),numeric,12.445212205836285,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH coagulación entrada DAF,numeric,5.9455334101137485,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH entrada a Ecualizador 2 (Tk 250m3),numeric,4.73662972799524,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH salida a Parshall 02,numeric,1.1737616166547449,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH salida y control Ecualizador 1,numeric,9.025087734353706,0.2,psi,True,,,,,,
planta1,seasonal,psi,planta1_activa,categorical,4.405437658128626,0.2,psi,True,,,,,,
planta1,seasonal,wasserstein,Conductividad DAF,numeric,63.33833488816247,83.68933995223277,wasserstein,False,,,,,,
planta1,seasonal,wasserstein,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.4840421126221031,1.1100186352166908,wasserstein,False,,,,,,
planta1,seasonal,wasserstein,Flujo de envío a DAF,numeric,1.365821124607382,0.0376074102467598,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,Nivel Clarificado DAF (Tk 80m3),numeric,20.27554672447491,1.8058476715559657,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,Nivel Ecualizador 1 (Tk 30m3),numeric,5.970030699166074,3.644920522789632,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,Nivel Ecualizador 2 (Tk 250m3),numeric,39.60116117100046,11.468172790610394,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,Turbidez salida DAF,numeric,372.3201502701391,3.378992988012976,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH Clarificado DAF (Tk 80m3),numeric,1.42776336426722,0.5179226762570808,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH coagulación entrada DAF,numeric,0.9468769166877428,0.0968812729577942,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.2278816441324038,0.0585949191883853,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH salida a Parshall 02,numeric,1.695876122178345,0.5906658305222114,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH salida y control Ecualizador 1,numeric,1.288550518275708,0.8533654275853945,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,planta1_activa,categorical,4.405437658128626,0.2,wasserstein,True,,,,,,
planta2,decay,ks,Flujo Afluente PTAR,numeric,0.1338349456511827,0.15,ks,False,,,,,,
planta2,decay,ks,Flujo Aire Reactor 2,numeric,0.7040096947429266,0.15,ks,True,,,,,,
planta2,decay,ks,Flujo Aire Reactor 3,numeric,0.1435545899510538,0.15,ks,False,,,,,,
planta2,decay,ks,Flujo Alimentación Digestor 1,numeric,0.0756956333834437,0.15,ks,False,,,,,,
planta2,decay,ks,Flujo Alimentación Digestor 2,numeric,0.0206579964378129,0.15,ks,False,,,,,,
planta2,decay,ks,Flujo Alimentación Digestor 3,numeric,0.0372045878875725,0.15,ks,False,,,,,,
planta2,decay,ks,Flujo Cámara de contacto 1,numeric,0.1900347696544337,0.15,ks,True,,,,,,
planta2,decay,ks,Flujo Cámara de contacto 2,numeric,0.1877467401350783,0.15,ks,True,,,,,,
planta2,decay,ks,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,0.7483098026497794,0.15,ks,True,,,,,,
planta2,decay,ks,Nivel Pozo WAS,numeric,0.7946387612898909,0.15,ks,True,,,,,,
planta2,decay,ks,OD Reactor 1,numeric,0.2127914097324086,0.15,ks,True,,,,,,
planta2,decay,mannwhitney,Flujo Afluente PTAR,numeric,0.4573041129175177,0.55,mannwhitney,False,,,,,,
planta2,decay,mannwhitney,Flujo Aire Reactor 2,numeric,0.2134474557421395,0.55,mannwhitney,False,,,,,,
planta2,decay,mannwhitney,Flujo Aire Reactor 3,numeric,0.4882817553173778,0.55,mannwhitney,False,,,,,,
planta2,decay,mannwhitney,Flujo Alimentación Digestor 1,numeric,0.5295857037211371,0.55,mannwhitney,False,,,,,,
planta2,decay,mannwhitney,Flujo Alimentación Digestor 2,numeric,0.4896342037167725,0.55,mannwhitney,False,,,,,,
planta2,decay,mannwhitney,Flujo Alimentación Digestor 3,numeric,0.4962620878585073,0.55,mannwhitney,False,,,,,,
planta2,decay,mannwhitney,Flujo Cámara de contacto 1,numeric,0.5100932710100946,0.55,mannwhitney,False,,,,,,
planta2,decay,mannwhitney,Flujo Cámara de contacto 2,numeric,0.52882825732616,0.55,mannwhitney,False,,,,,,
planta2,decay,mannwhitney,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,0.8732675119501503,0.55,mannwhitney,True,,,,,,
planta2,decay,mannwhitney,Nivel Pozo WAS,numeric,0.8857511264184015,0.55,mannwhitney,True,,,,,,
planta2,decay,mannwhitney,OD Reactor 1,numeric,0.4026901550862302,0.55,mannwhitney,False,,,,,,
planta2,decay,psi,Flujo Afluente PTAR,numeric,1.8957262398551036,0.2,psi,True,,,,,,
planta2,decay,psi,Flujo Aire Reactor 2,numeric,3.2161160028717006,0.2,psi,True,,,,,,
planta2,decay,psi,Flujo Aire Reactor 3,numeric,0.3113890494033683,0.2,psi,True,,,,,,
planta2,decay,psi,Flujo Alimentación Digestor 1,numeric,0.1391250512312175,0.2,psi,False,,,,,,
planta2,decay,psi,Flujo Alimentación Digestor 2,numeric,7.95189759299054e-05,0.2,psi,False,,,,,,
planta2,decay,psi,Flujo Alimentación Digestor 3,numeric,0.0112542175322069,0.2,psi,False,,,,,,
planta2,decay,psi,Flujo Cámara de contacto 1,numeric,1.7483881624445314,0.2,psi,True,,,,,,
planta2,decay,psi,Flujo Cámara de contacto 2,numeric,1.6684729967322651,0.2,psi,True,,,,,,
planta2,decay,psi,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,9.242441071339416,0.2,psi,True,,,,,,
planta2,decay,psi,Nivel Pozo WAS,numeric,5.860370490053841,0.2,psi,True,,,,,,
planta2,decay,psi,OD Reactor 1,numeric,0.2415853628045547,0.2,psi,True,,,,,,
planta2,decay,wasserstein,Flujo Afluente PTAR,numeric,250.61768367859085,487.1074371647927,wasserstein,False,,,,,,
planta2,decay,wasserstein,Flujo Aire Reactor 2,numeric,546.4028213791415,59.22209096888484,wasserstein,True,,,,,,
planta2,decay,wasserstein,Flujo Aire Reactor 3,numeric,136.19584928800543,1128.0285931614806,wasserstein,False,,,,,,
planta2,decay,wasserstein,Flujo Alimentación Digestor 1,numeric,0.1033012453096555,3.266309093793401,wasserstein,False,,,,,,
planta2,decay,wasserstein,Flujo Alimentación Digestor 2,numeric,0.001412153810464,0.0080817590473168,wasserstein,False,,,,,,
planta2,decay,wasserstein,Flujo Alimentación Digestor 3,numeric,0.097832411260092,3.271956071255376,wasserstein,False,,,,,,
planta2,decay,wasserstein,Flujo Cámara de contacto 1,numeric,154.9634125265257,251.88192112225792,wasserstein,False,,,,,,
planta2,decay,wasserstein,Flujo Cámara de contacto 2,numeric,147.48410739187315,266.91278429356885,wasserstein,False,,,,,,
planta2,decay,wasserstein,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,16.878055385756415,5.621714528875271,wasserstein,True,,,,,,
planta2,decay,wasserstein,Nivel Pozo WAS,numeric,0.3498360440070183,0.1207146428942435,wasserstein,True,,,,,,
planta2,decay,wasserstein,OD Reactor 1,numeric,1.3791115415106072,1.718869166711711,wasserstein,False,,,,,,
planta2,golden,ks,Flujo Afluente PTAR,numeric,0.7960772048020502,0.15,ks,True,,,,,,
planta2,golden,ks,Flujo Aire Reactor 2,numeric,0.7971555651615031,0.15,ks,True,,,,,,
planta2,golden,ks,Flujo Aire Reactor 3,numeric,0.6508383254148592,0.15,ks,True,,,,,,
planta2,golden,ks,Flujo Alimentación Digestor 1,numeric,0.6125906868931533,0.15,ks,True,,,,,,
planta2,golden,ks,Flujo Alimentación Digestor 2,numeric,0.846875,0.15,ks,True,,,,,,
planta2,golden,ks,Flujo Alimentación Digestor 3,numeric,0.4934409864944216,0.15,ks,True,,,,,,
planta2,golden,ks,Flujo Cámara de contacto 1,numeric,0.699992749288524,0.15,ks,True,,,,,,
planta2,golden,ks,Flujo Cámara de contacto 2,numeric,0.5576436821768623,0.15,ks,True,,,,,,
planta2,golden,ks,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,1.0,0.15,ks,True,,,,,,
planta2,golden,ks,Nivel Pozo WAS,numeric,0.9885198388788468,0.15,ks,True,,,,,,
planta2,golden,ks,OD Reactor 1,numeric,1.0,0.15,ks,True,,,,,,
planta2,golden,ks,OD Reactor 2,categorical,1.6309667336598697,0.2,ks,True,,,,,,
planta2,golden,mannwhitney,Flujo Afluente PTAR,numeric,0.1084740191876016,0.55,mannwhitney,False,,,,,,
planta2,golden,mannwhitney,Flujo Aire Reactor 2,numeric,0.1425829129151333,0.55,mannwhitney,False,,,,,,
planta2,golden,mannwhitney,Flujo Aire Reactor 3,numeric,0.3312891620188666,0.55,mannwhitney,False,,,,,,
planta2,golden,mannwhitney,Flujo Alimentación Digestor 1,numeric,0.2646436320607258,0.55,mannwhitney,False,,,,,,
planta2,golden,mannwhitney,Flujo Alimentación Digestor 2,numeric,0.8567083333333333,0.55,mannwhitney,True,,,,,,
planta2,golden,mannwhitney,Flujo Alimentación Digestor 3,numeric,0.4867623311802701,0.55,mannwhitney,False,,,,,,
planta2,golden,mannwhitney,Flujo Cámara de contacto 1,numeric,0.2620821453819442,0.55,mannwhitney,False,,,,,,
planta2,golden,mannwhitney,Flujo Cámara de contacto 2,numeric,0.3826997782039437,0.55,mannwhitney,False,,,,,,
planta2,golden,mannwhitney,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,1.0,0.55,mannwhitney,True,,,,,,
planta2,golden,mannwhitney,Nivel Pozo WAS,numeric,0.9930192921380911,0.55,mannwhitney,True,,,,,,
planta2,golden,mannwhitney,OD Reactor 1,numeric,0.0,0.55,mannwhitney,False,,,,,,
planta2,golden,mannwhitney,OD Reactor 2,categorical,1.6309667336598697,0.2,mannwhitney,True,,,,,,
planta2,golden,psi,Flujo Afluente PTAR,numeric,3.71260868348843,0.2,psi,True,,,,,,
planta2,golden,psi,Flujo Aire Reactor 2,numeric,2.519008142651576,0.2,psi,True,,,,,,
planta2,golden,psi,Flujo Aire Reactor 3,numeric,1.1813997772398863,0.2,psi,True,,,,,,
planta2,golden,psi,Flujo Alimentación Digestor 1,numeric,2.6021402712389428,0.2,psi,True,,,,,,
planta2,golden,psi,Flujo Alimentación Digestor 2,numeric,12.416428250955844,0.2,psi,True,,,,,,
planta2,golden,psi,Flujo Alimentación Digestor 3,numeric,1.50016371677342,0.2,psi,True,,,,,,
planta2,golden,psi,Flujo Cámara de contacto 1,numeric,0.4779144614204242,0.2,psi,True,,,,,,
